"","SCC","EI.Sector","Short.Name","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four"
"5309","30111507","Industrial Processes - Storage and Transfer","Chem Manuf /Aluminum Sulfate Manuf /Alums Storage","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Alums Storage"
"5310","30111508","Industrial Processes - Chemical Manuf","Chem Manuf /Aluminum Sulfate Manuf /H2SO4 Process Tank","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","H2SO4 Process Tank"
"5311","30111509","Industrial Processes - Storage and Transfer","Chem Manuf /Aluminum Sulfate Manuf /Alums Loading","Industrial Processes","Chemical Manufacturing","Aluminum Sulfate Manufacturing","Alums Loading"
"5312","30112001","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Formaldehyde: Silver Catalyst","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Formaldehyde: Silver Catalyst"
"5313","30112002","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Formaldehyde: Mixed Oxide Catalyst","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Formaldehyde: Mixed Oxide Catalyst"
"5314","30112005","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Formaldehyde: Absorber Vent","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Formaldehyde: Absorber Vent"
"5315","30112006","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Formaldehyde: Fractionator Vent","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Formaldehyde: Fractionator Vent"
"5316","30112007","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Formaldehyde: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Formaldehyde: Fugitive Emissions"
"5317","30112011","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acetaldehyde from Ethylene","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acetaldehyde from Ethylene"
"5318","30112012","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acetaldehyde from Ethanol","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acetaldehyde from Ethanol"
"5319","30112013","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acetaldehyde: Off-air Absorber Vent","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acetaldehyde: Off-air Absorber Vent"
"5320","30112014","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acetaldehyde: Off-gas Absorber Vent","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acetaldehyde: Off-gas Absorber Vent"
"5321","30112017","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acetaldehyde: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acetaldehyde: Fugitive Emissions"
"5322","30112021","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Butyraldehyde: General","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Butyraldehyde: General"
"5323","30112031","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acrolein: CO2 Stripping Tower","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acrolein: CO2 Stripping Tower"
"5324","30112032","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acrolein: Aqueous Acrolein Receiver","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acrolein: Aqueous Acrolein Receiver"
"5325","30112033","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acrolein: Distillation System","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acrolein: Distillation System"
"5326","30112034","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acrolein: Refrigeration Unit","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acrolein: Refrigeration Unit"
"5327","30112037","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acrolein: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acrolein: Fugitive Emissions"
"5328","30112099","Industrial Processes - Chemical Manuf","Chem Manuf /Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde /Acrolein: Other Not Classified","Industrial Processes","Chemical Manufacturing","Formaldahyde, Acrolein, Acetaldehyde, Butyraldehyde","Acrolein: Other Not Classified"
"5329","30112199","Industrial Processes - Chemical Manuf","Chem Manuf /Organic Dyes/Pigments /Other Not Classified","Industrial Processes","Chemical Manufacturing","Organic Dyes/Pigments","Other Not Classified"
"5330","30112401","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /General","Industrial Processes","Chemical Manufacturing","Chloroprene","General"
"5331","30112402","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Butadiene Dryer","Industrial Processes","Chemical Manufacturing","Chloroprene","Butadiene Dryer"
"5332","30112403","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Chlorination Reactor","Industrial Processes","Chemical Manufacturing","Chloroprene","Chlorination Reactor"
"5333","30112404","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Dichlorobutene Still","Industrial Processes","Chemical Manufacturing","Chloroprene","Dichlorobutene Still"
"5334","30112405","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Isomerization and 3,4-DCB Recovery Vent","Industrial Processes","Chemical Manufacturing","Chloroprene","Isomerization and 3,4-DCB Recovery Vent"
"5335","30112406","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Chloroprene Stripper","Industrial Processes","Chemical Manufacturing","Chloroprene","Chloroprene Stripper"
"5336","30112407","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Brine Stripper","Industrial Processes","Chemical Manufacturing","Chloroprene","Brine Stripper"
"5337","30112480","Industrial Processes - Chemical Manuf","Chem Manuf /Chloroprene /Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Chloroprene","Fugitive Emissions"
"5338","30112501","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethylene Dichloride via Oxychlorination","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethylene Dichloride via Oxychlorination"
"5339","30112502","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethylene Dichloride via Direct Chlorination","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethylene Dichloride via Direct Chlorination"
"5340","30112504","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethylene Dichloride: Caustic Scrubber","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethylene Dichloride: Caustic Scrubber"
"5341","30112505","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethylene Dichloride: Reactor Vessel","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethylene Dichloride: Reactor Vessel"
"5342","30112506","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethylene Dichloride: Distillation Unit","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethylene Dichloride: Distillation Unit"
"5343","30112509","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethylene Dichloride: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethylene Dichloride: Fugitive Emissions"
"5344","30112510","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Chloromethanes: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Chloromethanes: General"
"5345","30112511","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Chloromethanes: Recycled Methane Inert-purge","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Chloromethanes: Recycled Methane Inert-purge"
"5346","30112512","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Chloromethanes: Drying Bed Regeneration Vent","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Chloromethanes: Drying Bed Regeneration Vent"
"5347","30112514","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Chloromethanes: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Chloromethanes: Fugitive Emissions"
"5348","30112515","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Ethyl Chloride: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Ethyl Chloride: General"
"5349","30112520","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Perchloroethylene: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Perchloroethylene: General"
"5350","30112521","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Perchloroethylene: Distillation Vent","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Perchloroethylene: Distillation Vent"
"5351","30112522","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Perchloroethylene: Caustic Scrubber","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Perchloroethylene: Caustic Scrubber"
"5352","30112524","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Perchloroethylene: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Perchloroethylene: Fugitive Emissions"
"5353","30112525","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethane: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethane: General"
"5354","30112526","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethane: HCl Absorber Vent","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethane: HCl Absorber Vent"
"5355","30112527","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethane: Drying Column Vent","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethane: Drying Column Vent"
"5356","30112528","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethane: Distillation Column Vent","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethane: Distillation Column Vent"
"5357","30112529","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethane: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethane: Fugitive Emissions"
"5358","30112530","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethylene: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethylene: General"
"5359","30112531","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethylene: Distillation Unit","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethylene: Distillation Unit"
"5360","30112532","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethylene: Neutralizer","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethylene: Neutralizer"
"5361","30112533","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethylene: Product Drying Column","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethylene: Product Drying Column"
"5362","30112534","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Trichloroethylene: Fugitive Emissions","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Trichloroethylene: Fugitive Emissions"
"5363","30112535","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Chlorobenzenes: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Chlorobenzenes: General"
"5364","30112540","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Vinyl Chloride: General","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Vinyl Chloride: General"
"5365","30112541","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Vinyl Chloride: Cracking Furnace","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Vinyl Chloride: Cracking Furnace"
"5366","30112542","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Vinyl Chloride: HCl Recovery","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Vinyl Chloride: HCl Recovery"
"5367","30112543","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Vinyl Chloride: Light-ends Recovery","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Vinyl Chloride: Light-ends Recovery"
"5368","30112544","Industrial Processes - Chemical Manuf","Chem Manuf /Chlorine Derivatives /Dichloroethane: Drying Column","Industrial Processes","Chemical Manufacturing","Chlorine Derivatives","Dichloroethane: Drying Column"
